sample_id,accuracy,window_size
584,62.02109133126935,10.0
585,57.11106811145511,10.0
586,57.367453560371516,10.0
587,59.25406346749226,10.0
588,65.3734520123839,10.0
589,59.452399380804955,10.0
590,55.287345201238395,10.0
591,61.70665634674921,10.0
592,56.84017027863777,10.0
593,55.3405572755418,10.0
594,59.15731424148606,10.0
595,62.398413312693506,10.0
596,59.82488390092879,10.0
597,60.87461300309598,10.0
598,58.06404798761611,10.0
599,55.8968653250774,10.0
600,55.67917956656347,10.0
601,55.432469040247675,10.0
602,55.79044117647059,10.0
603,59.42337461300309,10.0
604,56.81114551083592,10.0
605,57.45452786377709,10.0
606,57.73510061919505,10.0
607,58.94446594427245,10.0
608,57.652863777089784,10.0
609,57.483552631578945,10.0
610,60.57952786377708,10.0
611,57.488390092879264,10.0
612,59.718459752321984,10.0
613,62.78057275541795,10.0
614,57.07720588235294,10.0
615,60.51664086687306,10.0
616,58.70259287925696,10.0
617,60.608552631578945,10.0
618,61.84210526315789,10.0
619,61.77438080495355,10.0
620,55.55824303405573,10.0
621,53.44910990712074,10.0
622,60.77786377708978,10.0
623,57.41099071207431,10.0
624,57.90924922600619,10.0
625,58.7171052631579,10.0
626,58.58649380804953,10.0
627,61.2906346749226,10.0
628,52.63641640866873,10.0
629,60.26025541795666,10.0
630,63.93188854489164,10.0
631,55.98393962848298,10.0
632,55.064821981424146,10.0
633,60.284442724458195,10.0
634,56.487035603715164,10.0
635,61.813080495356026,10.0
636,62.21942724458205,10.0
637,55.23897058823529,10.0
638,63.196594427244584,10.0
639,59.147639318885446,10.0
640,54.00058049535604,10.0
641,61.0826238390093,10.0
642,59.35565015479875,10.0
643,57.00948142414861,10.0
644,59.04121517027864,10.0
645,63.3030185758514,10.0
646,60.8310758513932,10.0
647,60.64725232198142,10.0
648,58.65905572755418,10.0
649,55.61145510835913,10.0
650,55.684017027863774,10.0
651,56.9078947368421,10.0
652,61.687306501547994,10.0
653,54.91969814241486,10.0
654,64.6188080495356,10.0
655,58.41718266253869,10.0
656,60.434404024767794,10.0
657,56.43866099071208,10.0
658,67.34229876160991,10.0
659,59.44272445820433,10.0
660,56.525735294117645,10.0
661,51.973684210526315,10.0
662,58.42202012383901,10.0
663,59.59268575851393,10.0
664,58.9783281733746,10.0
665,60.274767801857585,10.0
666,57.83668730650154,10.0
667,61.537345201238395,10.0
668,62.61609907120744,10.0
669,53.27979876160992,10.0
670,58.020510835913306,10.0
671,56.45801083591331,10.0
672,56.86919504643963,10.0
673,55.05998452012384,10.0
674,59.868421052631575,10.0
675,61.74535603715169,10.0
676,55.093846749226,10.0
677,62.108165634674926,10.0
678,54.934210526315795,10.0
679,58.8186919504644,10.0
680,59.49109907120743,10.0
681,57.13525541795666,10.0
682,56.34191176470589,10.0
683,61.99206656346749,10.0
684,60.79237616099071,10.0
685,55.737229102167184,10.0
686,60.56501547987615,10.0
687,52.87828947368421,10.0
688,62.89667182662539,10.0
689,60.269930340557266,10.0
690,60.676277089783284,10.0
691,57.130417956656345,10.0
692,60.42956656346749,10.0
693,60.74883900928793,10.0
694,54.80843653250774,10.0
695,56.1000386996904,10.0
696,64.39144736842107,10.0
697,57.58513931888545,10.0
698,58.66389318885448,10.0
699,57.24167956656347,10.0
700,58.8719040247678,10.0
701,62.62093653250775,10.0
702,61.98239164086687,10.0
703,56.994969040247675,10.0
704,59.84423374613002,10.0
705,58.489744582043336,10.0
706,56.77244582043344,10.0
707,60.09094427244582,10.0
708,61.039086687306494,10.0
709,60.01838235294117,10.0
710,64.45433436532507,10.0
711,60.38602941176472,10.0
712,54.95356037151703,10.0
713,60.594040247678016,10.0
714,59.312113003095966,10.0
715,57.338428792569665,10.0
716,58.7171052631579,10.0
717,58.422020123839005,10.0
718,55.77592879256966,10.0
719,61.005224458204324,10.0
720,58.1172600619195,10.0
721,59.63138544891641,10.0
722,60.82140092879256,10.0
723,55.64047987616099,10.0
724,58.51393188854489,10.0
725,55.55340557275542,10.0
726,57.420665634674926,10.0
727,58.05437306501548,10.0
728,54.431114551083596,10.0
729,59.04121517027863,10.0
730,60.00870743034056,10.0
731,56.06133900928792,10.0
732,59.68943498452012,10.0
733,56.19195046439628,10.0
734,58.654218266253864,10.0
735,55.76625386996905,10.0
736,55.77109133126935,10.0
737,57.788312693498455,10.0
738,56.71923374613003,10.0
739,59.35565015479876,10.0
740,56.0516640866873,10.0
741,57.09171826625387,10.0
742,56.72407120743034,10.0
743,59.452399380804955,10.0
744,60.105456656346746,10.0
745,57.183630030959755,10.0
746,57.02883126934985,10.0
747,56.00328947368422,10.0
748,59.650735294117645,10.0
749,56.70955882352941,10.0
750,62.146865325077385,10.0
751,60.8891253869969,10.0
752,55.534055727554176,10.0
753,53.7828947368421,10.0
754,57.93343653250775,10.0
755,61.145510835913306,10.0
756,55.96458978328173,10.0
757,56.646671826625386,10.0
758,59.23955108359133,10.0
759,59.70394736842106,10.0
760,56.09036377708978,10.0
761,54.95356037151702,10.0
762,57.65770123839008,10.0
763,60.26509287925696,10.0
764,58.978328173374614,10.0
765,63.28850619195047,10.0
766,56.786958204334354,10.0
767,57.556114551083596,10.0
768,65.69756191950464,10.0
769,54.629450464396285,10.0
770,57.77380030959754,10.0
771,54.943885448916404,10.0
772,55.224458204334354,10.0
773,60.057082043343655,10.0
774,56.695046439628484,10.0
775,60.845588235294116,10.0
776,59.147639318885446,10.0
777,61.808243034055735,10.0
778,60.168343653250766,10.0
779,55.99845201238389,10.0
780,57.14976780185758,10.0
781,57.86571207430342,10.0
782,59.43304953560372,10.0
783,60.70046439628483,10.0
784,60.50696594427245,10.0
785,61.6921439628483,10.0
786,60.845588235294116,10.0
787,59.02670278637771,10.0
788,56.49671052631579,10.0
789,58.05437306501548,10.0
790,62.43227554179566,10.0
791,56.79179566563467,10.0
792,58.99767801857586,10.0
793,61.619582043343655,10.0
794,57.58030185758514,10.0
795,62.1468653250774,10.0
796,57.546439628482965,10.0
797,56.58378482972137,10.0
798,59.689434984520126,10.0
799,59.86842105263158,10.0
800,59.02670278637771,10.0
801,59.54431114551083,10.0
802,52.76702786377709,10.0
803,56.811145510835914,10.0
804,55.86300309597522,10.0
805,56.893382352941174,10.0
806,62.54837461300309,10.0
807,54.57140092879257,10.0
808,54.85197368421053,10.0
809,58.92511609907121,10.0
810,63.883513931888544,10.0
811,61.20356037151702,10.0
812,57.07236842105264,10.0
813,59.83455882352942,10.0
814,59.9264705882353,10.0
815,57.54160216718267,10.0
816,61.22291021671826,10.0
817,59.4233746130031,10.0
818,59.771671826625386,10.0
819,54.523026315789465,10.0
820,60.66660216718266,10.0
821,56.075851393188856,10.0
822,55.06482198142415,10.0
823,58.35913312693498,10.0
824,59.29760061919505,10.0
825,55.10835913312694,10.0
826,61.58571981424147,10.0
827,59.142801857585134,10.0
828,56.47736068111456,10.0
829,58.15112229102167,10.0
830,59.970007739938076,10.0
831,55.9500773993808,10.0
832,59.99419504643963,10.0
833,54.86164860681114,10.0
834,54.60526315789474,10.0
835,57.90924922600619,10.0
836,60.85526315789473,10.0
837,60.92298761609908,10.0
838,59.10410216718266,10.0
839,59.44272445820433,10.0
840,55.35506965944272,10.0
841,60.25541795665634,10.0
842,59.882933436532504,10.0
843,57.73026315789474,10.0
844,59.312113003095966,10.0
845,60.23606811145511,10.0
846,56.29353715170278,10.0
847,60.129643962848306,10.0
848,56.08552631578947,10.0
849,61.232585139318886,10.0
850,61.145510835913306,10.0
851,64.0673374613003,10.0
852,62.03560371517028,10.0
853,52.1671826625387,10.0
854,59.645897832817326,10.0
855,61.40189628482973,10.0
856,64.78811919504643,10.0
857,55.63564241486068,10.0
858,58.122097523219814,10.0
859,58.23335913312694,10.0
860,61.50832043343653,10.0
861,54.82294891640867,10.0
862,61.01973684210526,10.0
863,65.23316563467493,10.0
864,61.82275541795666,10.0
865,61.55669504643962,10.0
866,54.75038699690403,10.0
867,55.11803405572755,10.0
868,58.102747678018574,10.0
869,56.19195046439628,10.0
870,56.01780185758514,10.0
871,61.73568111455109,10.0
872,58.005998452012385,10.0
873,57.49322755417956,10.0
874,55.10352167182663,10.0
875,60.47310371517027,10.0
876,58.67840557275542,10.0
877,59.34113777089783,10.0
878,57.03366873065016,10.0
879,55.00677244582043,10.0
880,60.594040247678016,10.0
881,63.23045665634675,10.0
882,61.76954334365326,10.0
883,57.37229102167183,10.0
884,58.18498452012383,10.0
885,63.457817337461314,10.0
886,59.27341331269349,10.0
887,62.06462848297213,10.0
888,59.35565015479876,10.0
889,58.82352941176471,10.0
890,63.03212074303407,10.0
891,56.24999999999999,10.0
892,61.513157894736835,10.0
893,59.96517027863778,10.0
894,59.18150154798762,10.0
895,61.06327399380805,10.0
896,57.633513931888544,10.0
897,64.19794891640866,10.0
898,58.33494582043344,10.0
899,59.210526315789465,10.0
900,63.09984520123838,10.0
901,63.03695820433436,10.0
902,51.359326625387,10.0
903,53.48780959752323,10.0
904,62.601586687306494,10.0
905,56.51122291021672,10.0
906,59.75715944272446,10.0
907,55.12287151702786,10.0
908,57.5125773993808,10.0
909,57.72058823529412,10.0
910,59.312113003095966,10.0
911,62.26296439628483,10.0
912,58.93962848297213,10.0
913,57.87538699690403,10.0
914,56.071013931888544,10.0
915,60.255417956656345,10.0
916,60.8891253869969,10.0
917,63.23045665634677,10.0
918,61.68246904024768,10.0
919,58.61068111455108,10.0
920,62.766060371517035,10.0
921,63.98026315789474,10.0
922,56.55959752321981,10.0
923,56.25000000000001,10.0
924,56.11938854489164,10.0
925,62.57256191950464,10.0
926,56.68537151702785,10.0
927,53.89899380804954,10.0
928,61.18904798761611,10.0
929,58.63970588235294,10.0
930,57.74961300309598,10.0
931,57.44969040247678,10.0
932,58.49941950464397,10.0
933,57.725425696594414,10.0
934,63.390092879256976,10.0
935,60.45859133126935,10.0
936,60.80688854489164,10.0
937,58.06888544891641,10.0
938,59.14280185758515,10.0
939,63.82546439628483,10.0
940,55.86784055727554,10.0
941,54.44078947368421,10.0
942,60.913312693498455,10.0
943,59.11377708978328,10.0
944,58.46555727554179,10.0
945,60.64725232198142,10.0
946,59.52979876160992,10.0
947,59.43788699690403,10.0
948,56.5015479876161,10.0
949,62.31133900928793,10.0
950,61.66795665634675,10.0
951,58.83320433436533,10.0
952,59.660410216718276,10.0
953,58.55263157894736,10.0
954,58.60100619195046,10.0
955,60.43924148606811,10.0
956,51.34481424148606,10.0
957,59.573335913312704,10.0
958,64.0189628482972,10.0
959,57.35294117647059,10.0
960,57.14493034055727,10.0
961,59.408862229102176,10.0
962,55.23413312693498,10.0
963,59.95065789473685,10.0
964,59.302438080495364,10.0
965,57.72058823529412,10.0
966,59.0218653250774,10.0
967,64.1592492260062,10.0
968,57.589976780185765,10.0
969,57.13525541795666,10.0
970,57.904411764705884,10.0
971,60.62306501547988,10.0
972,57.06269349845201,10.0
973,57.57062693498453,10.0
974,58.12209752321981,10.0
975,56.428986068111456,10.0
976,55.65982972136223,10.0
977,56.0516640866873,10.0
978,55.64047987616099,10.0
979,59.62171052631579,10.0
980,60.15866873065016,10.0
981,58.79450464396285,10.0
982,59.079914860681114,10.0
983,56.74342105263158,10.0
984,61.40673374613004,10.0
985,60.41505417956655,10.0
986,61.832430340557266,10.0
987,57.7641253869969,10.0
988,59.979682662538686,10.0
989,61.46478328173374,10.0
990,55.553405572755416,10.0
991,56.94659442724458,10.0
992,57.64802631578947,10.0
993,58.70259287925696,10.0
994,57.61900154798761,10.0
